"","GEOID","ct_x","ct_y"
"676",12043,-81.1890089275,26.9564494556
"677",13199,-84.6883031246,33.0406183961
"678",8023,-105.428213727,37.2779499171
"679",48099,-97.7992127547,31.3909133361
"680",19001,-94.4709533072,41.3307171487
"681",13053,-84.7870234097,32.346982972
"682",6043,-119.905493826,37.5814902687
"683",29089,-92.6962522622,39.1424928656
"684",41047,-122.584994451,44.9033590005
"685",55079,-87.58054264,43.0154558974
"686",27139,-93.5359447954,44.6484668994
"687",39129,-83.0243668472,39.6419235077
"688",51145,-77.9151402591,37.5501993138
"689",8014,-105.052516185,39.9542082943
"690",47099,-87.3955874185,35.2172947739
"691",26009,-85.1757984059,45.0073859567
"692",45069,-79.6786929173,34.602057725
"693",16009,-116.658630905,47.2175083613
"694",17103,-89.3004151234,41.7461798477
"695",31127,-95.8498272188,40.3876305074
"696",37031,-76.5356875868,34.8612750727
"697",20149,-96.3423822479,39.3789595905
"698",26075,-84.4234422867,42.2484782976
"699",48091,-98.2782512738,29.8081889557
"700",25019,-70.1281341537,41.3012378124
"701",45009,-81.0542079958,33.2147155937
"702",48007,-96.9914299814,28.0847051704
"703",13019,-83.2295708649,31.2760193528
"704",18165,-87.4639947282,39.8537869749
"705",26143,-84.6115971399,44.3356081753
"706",37005,-81.1278357491,36.4912610589
"707",6035,-120.594333823,40.6735960402
"708",12081,-82.3575516555,27.4775379303
"709",39119,-81.944361078,39.9653976243
"710",8015,-106.194100216,38.7469472018
"711",8025,-103.784831314,38.3266455887
"712",8043,-105.439705291,38.4729919024
"713",28109,-89.589814201,30.7686284053
"714",28111,-88.9923202843,31.1720199884
"715",31041,-99.7261584434,41.3942627304
"716",12013,-85.1971940269,30.4060575054
"717",21117,-84.5333183515,38.9334322441
"718",19037,-92.3176665771,43.0600351284
"719",17037,-88.7703069147,41.8935209763
"720",19081,-93.7342697835,43.081902264
"721",38089,-102.655143304,46.8106724787
"722",26095,-85.564114887,46.7140088382
"723",40019,-97.2857752086,34.2508581926
"724",37139,-76.2492308764,36.2650097621
"725",35055,-105.631050419,36.5781486573
"726",28011,-90.8803876837,33.7955691912
"727",32023,-116.471935934,38.0423797679
"728",47073,-82.9447902757,36.4411019833
"729",38011,-103.520710729,46.1126113481
"730",42057,-78.1126786893,39.9253012464
"731",22055,-92.0639355342,30.2068238739
"732",48237,-98.1724517288,33.2334724136
"733",17175,-89.7975157635,41.0933613634
"734",40055,-99.5607870694,34.9356960781
"735",48211,-100.270476787,35.8375546236
"736",16069,-116.750282863,46.3268506648
"737",46129,-100.031549403,45.4299341535
"738",6055,-122.330546696,38.5064125481
"739",40033,-98.3722523703,34.2902285072
"740",29221,-90.87740931,37.9616920686
"741",36011,-76.5743684226,43.010323972
"742",48417,-99.3540630992,32.7359763803
"743",48407,-95.1669317581,30.57948189
"744",19061,-90.8825424943,42.468798162
"745",51075,-77.9157995937,37.7216446726
"746",20181,-101.719979967,39.3514218868
"747",39139,-82.5365268463,40.7746964363
"748",17001,-91.1884953087,39.9879139354
"749",39021,-83.7694787711,40.1376849836
"750",33019,-72.2222555286,43.3612461821
"751",17075,-87.8242994099,40.7472208262
"752",19157,-92.5314712359,41.6864468484
"753",39169,-81.8880489467,40.8288637965
"754",13113,-84.4942113914,33.4139802512
"755",13141,-83.0006998939,33.2704268514
"756",48259,-98.7115556065,29.9447114892
"757",36039,-74.122776024,42.2765289356
"758",51137,-78.013630941,38.2462429411
"759",40089,-94.7713229175,34.115338503
"760",13277,-83.526588402,31.4574403697
"761",31025,-96.1408983405,40.909728125
"762",46077,-97.4914778188,44.369580383
"763",56009,-105.507072175,42.9723179399
"764",36043,-74.9624978111,43.4197091212
"765",38047,-99.4774873537,46.4573443769
"766",26053,-89.7954893704,46.4954834321
"767",27005,-95.6739167702,46.9346348267
"768",1095,-86.3066588027,34.3669619964
"769",47173,-83.8374981154,36.2878552804
"770",54057,-78.9437831924,39.4146761039
"771",55003,-90.5645076673,46.7007296998
"772",17053,-88.2232524313,40.5971672152
"773",38029,-100.238792288,46.2850279484
"774",6089,-122.040492765,40.7637847141
"775",22113,-92.3043060997,29.8094442405
"776",5121,-91.0277577279,36.3414503858
"777",55085,-89.5218390562,45.7055528711
"778",22035,-91.2350531394,32.7326455557
"779",22037,-91.0455131224,30.8450432677
"780",22087,-89.3041509017,29.9047338471
"781",48481,-96.2221051155,29.2778421782
"782",2198,-133.193024469,55.7271705976
"783",2195,-133.002438864,57.1140149771
"784",48153,-101.303237196,34.0724172572
"785",2275,-132.129210922,56.2936173073
"786",21151,-84.2780326021,37.7201507787
"787",47009,-83.9255131672,35.687215592
"788",30031,-111.17038671,45.5404227962
"789",45031,-79.957755767,34.3323719132
"790",1053,-87.1616697312,31.126113097
"791",13143,-85.211000706,33.7942330772
"792",20001,-95.301374466,37.8857325087
"793",17041,-88.2173678496,39.7694644192
"794",51079,-78.4668417307,38.2975860514
"795",66010,144.769463417,13.4427822742
"796",55137,-89.2429026288,44.1131184069
"797",5065,-91.913424438,36.0948668211
"798",6053,-121.308833099,36.2397586466
"799",35017,-108.382460607,32.7390022456
"800",29131,-92.4284054996,38.2145287245
"801",37193,-81.1633816005,36.2062889085
"802",2110,-134.211996374,58.4345142275
"803",29165,-94.7735329995,39.3805008368
"804",29021,-94.8061147806,39.6598732226
"805",1083,-86.9813777504,34.810060194
"806",18065,-85.3964506823,39.9310164947
"807",31143,-97.5684111406,41.1868981977
"808",39123,-83.0199919211,41.5939057991
"809",27107,-96.4550788228,47.3265099687
"810",19165,-95.3102057152,41.6850925284
"811",24013,-77.022526395,39.5629417565
"812",19011,-92.0656982547,42.0801675043
"813",21159,-82.5133241397,37.8016428771
"814",27025,-92.9083180595,45.5024736875
"815",21189,-83.6831695738,37.4191368221
"816",42015,-76.51545849,41.7886644979
"817",54029,-80.5739174511,40.5218113114
"818",29051,-92.2816764879,38.5054493735
"819",26021,-86.6854430612,41.9957712997
"820",42061,-77.9812531026,40.4169175355
"821",31045,-103.135442965,42.7197114807
"822",51141,-80.2842603512,36.6783498446
"823",26119,-84.127188661,45.0275315539
"824",26135,-84.1297705999,44.6817535155
"825",35007,-104.646865347,36.6061344089
"826",17163,-89.9284249821,38.4703017301
"827",17189,-89.4104756606,38.35218576
"828",42009,-78.4903220257,40.0065518725
"829",5127,-94.0632700785,34.8607666076
"830",20099,-95.2975707152,37.1913161106
"831",42073,-80.3341721496,40.9912496216
"832",39067,-81.0911286574,40.2938319066
"833",37003,-81.1770414243,35.9210736042
"834",34009,-74.8499282278,39.0851714247
"835",33005,-72.2511881338,42.9193149869
"836",27089,-96.3685016132,48.3581183647
"837",51101,-77.0885469367,37.7066643757
"838",8055,-104.960584309,37.6847037457
"839",48255,-97.8593879302,28.9057524486
"840",47023,-88.6135624647,35.4217595564
"841",17171,-90.4746867583,39.6441388751
"842",49027,-113.100715034,39.0732815694
"843",49029,-111.573043957,41.0893500915
"844",48257,-96.2878154853,32.5993031777
"845",4011,-109.24021017,33.2154765524
"846",4013,-112.491305893,33.3488184704
"847",26129,-84.1264092699,44.3349341733
"848",47087,-85.673215181,36.3592296388
"849",17159,-88.0851540573,38.7123255916
"850",1009,-86.5674354278,33.9808022563
"851",30051,-111.024598053,48.5617263011
"852",48131,-98.5089062289,27.6813315224
"853",29173,-91.5220447065,39.52767512
"854",48251,-97.3663371289,32.3790026162
"855",13061,-84.9801331508,31.6262845088
"856",41023,-119.007326906,44.4914904003
"857",41011,-124.093308368,43.1851463504
"858",48159,-95.2184167017,33.1755391096
"859",36113,-73.8459434449,43.5609726574
"860",51113,-78.2791703464,38.4137375589
"861",40005,-96.0378133674,34.3737194596
"862",17129,-89.8020612161,40.0273749161
"863",13015,-84.8404856473,34.2378630012
"864",12069,-81.7113049217,28.7614792133
"865",40111,-95.9643241568,35.6466824811
"866",38083,-100.345637985,47.5754021208
"867",18049,-86.2635567061,41.0469699973
"868",20091,-94.8222563228,38.8837488905
"869",24009,-76.5305341967,38.53465833
"870",55129,-91.7912376998,45.8991675402
"871",53031,-123.576318147,47.7764369178
"872",72003,-67.1866706618,18.3762869055
"873",27169,-91.779137247,43.9868223185
"874",28149,-90.8520106181,32.3572425689
"875",29003,-94.802100638,39.9835077511
"876",29139,-91.4702159685,38.9414609907
"877",20021,-94.8462575395,37.1692905469
"878",37083,-77.6516482688,36.2574647298
"879",35043,-106.865954199,35.6886017868
"880",21051,-83.7146534012,37.1596664611
"881",42035,-77.6381041574,41.2340554952
"882",41043,-122.534956009,44.4888714444
"883",55065,-90.1317202373,42.6605011138
"884",40147,-95.9043844495,36.7152393886
"885",54077,-79.6681653946,39.4692888456
"886",69100,145.215160312,14.1515526951
"887",55135,-88.9647880292,44.4704626118
"888",48137,-100.304740956,29.9826292532
"889",41037,-120.387344103,42.7934529599
"890",29153,-92.4446781477,36.6493093185
"891",48473,-95.9876547287,30.010838487
"892",1099,-87.3654575948,31.5708134122
"893",50009,-71.7361822129,44.7279503693
"894",51111,-78.2405483733,36.9462227266
"895",38097,-97.1614835173,47.4541384297
"896",13139,-83.8196619064,34.3168958525
"897",13283,-82.5672495593,32.4038156005
"898",13037,-84.6245377976,31.5291852239
"899",55125,-89.5148334998,46.0528985859
"900",27007,-94.9376577657,47.9737823234
"901",72043,-66.3601195022,18.0972608377
"902",72055,-66.9219752755,17.9463766087
"903",24019,-76.0833187819,38.4226213737
"904",42037,-76.405166377,41.048638573
"905",39023,-83.7839100484,39.9167755412
"906",48323,-100.314510453,28.7426010001
"907",4019,-111.789945684,32.0973859878
"908",35006,-107.999720292,34.9125730743
"909",34005,-74.6680585672,39.8777360489
"910",50021,-73.0365761431,43.5800760557
"911",13099,-84.903654268,31.3228159679
"912",25007,-70.698759371,41.3887966899
"913",38049,-100.636271754,48.2345708904
"914",31179,-97.1192568367,42.2092786688
"915",38045,-98.5354620317,46.4569012648
"916",16023,-113.172049699,43.7229287259
"917",33007,-71.305513924,44.6895272192
"918",38043,-99.7800907416,46.9801484119
"919",48273,-97.6684088947,27.4267048147
"920",18127,-87.0733070297,41.5088600219
"921",28101,-89.118808748,32.400216987
"922",37163,-78.3713650541,34.9915707794
"923",47127,-86.3586880353,35.2847037271
"924",12103,-82.7395450841,27.9026653806
"925",72019,-66.3099897165,18.2017855036
"926",17065,-88.5391134504,38.0815594212
"927",5105,-92.9314690814,34.9473810358
"928",20023,-101.731085173,39.7858386034
"929",8029,-107.862908554,38.8613733437
"930",19185,-93.3273657417,40.7394767087
"931",48165,-102.635171472,32.7407203227
"932",1093,-87.8871449821,34.1365476531
"933",37189,-81.696450575,36.2311117442
"934",51770,-79.958300087,37.2784198975
"935",48317,-101.951224301,32.3060321517
"936",48037,-94.4233745723,33.4457402518
"937",49057,-111.913326487,41.2698405065
"938",29127,-91.6223566591,39.8059488409
"939",36045,-76.0520573865,43.99886367
"940",19097,-90.5742387595,42.1717298677
"941",38063,-98.1920424901,47.9216730793
"942",36019,-73.6781884257,44.7462409994
"943",8045,-107.903964748,39.5993043425
"944",29177,-93.9898861543,39.3524230723
"945",39073,-82.4792392755,39.4970277607
"946",1085,-86.6500640602,32.1547625806
"947",13043,-82.0735873709,32.4034748053
"948",19113,-91.5989553159,42.0789564801
"949",6105,-123.112628681,40.6506726474
"950",13215,-84.8770926877,32.5099272553
"951",28135,-90.1732165792,33.9504908775
"952",20005,-95.3133950063,39.5317434765
"953",72081,-66.8668104524,18.2686246551
"954",48003,-102.637814033,32.3050262312
"955",39109,-84.2288452619,40.0534326558
"956",48375,-101.894011337,35.4012673763
"957",40133,-96.6155357443,35.1674515472
"958",45003,-81.6347800228,33.5443107268
"959",60020,-169.536712321,-14.2084715847
"960",6045,-123.431549434,39.4336195804
"961",51550,-76.3024033319,36.6777496378
"962",69120,145.604864043,14.9465239053
"963",72153,-66.8582791185,18.0794447475
"964",56037,-108.879437568,41.6594931544
"965",48169,-101.298415942,33.1798705486
"966",54031,-78.8578493647,39.0074661908
"967",72001,-66.7539871064,18.179740298
"968",55089,-87.5944803058,43.3656495415
"969",47163,-82.3041632265,36.5129106757
"970",45059,-82.0059449766,34.483606
"971",56011,-104.56993109,44.588577503
"972",55117,-87.6347765131,43.719706675
"973",25013,-72.6316398582,42.1351237378
"974",48055,-97.6200294892,29.8370961275
"975",20029,-97.6492621358,39.4802851891
"976",6027,-117.410748072,36.5111212749
"977",1037,-86.2476776584,32.9362443668
"978",19059,-95.150824695,43.3779767869
"979",21095,-83.2179043197,36.8569648595
"980",20061,-96.7524998209,39.0023725249
"981",42011,-75.9259891661,40.4163119704
"982",47019,-82.1274532763,36.2926698726
"983",27083,-95.8389874494,44.4134998213
"984",51037,-78.661644436,37.0116293419
"985",47179,-82.4974088361,36.2933043327
"986",45071,-81.6001901978,34.2897920139
"987",51093,-76.7090815761,36.9067588953
"988",41069,-120.027589177,44.7261341419
"989",29023,-90.4065013503,36.7163789017
"990",22047,-91.3493456149,30.2585119532
"991",28125,-90.8132115348,32.8797153002
"992",51061,-77.809229533,38.738650984
"993",32005,-119.616374767,38.9122385625
"994",12037,-84.8005012952,29.8117123456
"995",18055,-86.9620512206,39.036339046
"996",18139,-85.4657482115,39.6199290828
"997",55131,-88.2307520637,43.3684866627
"998",29105,-92.5903528815,37.6582940777
"999",42085,-80.2577172351,41.3021766521
"1000",5031,-90.6328292924,35.8307814157
"1001",29195,-93.2018716884,39.1368083961
"1002",17193,-88.1795616118,38.0875069424
"1003",17039,-88.9041213678,40.1746318774
"1004",32033,-114.901686355,39.4421945502
"1005",27049,-92.7225519719,44.4098349879
"1006",37173,-83.4927071401,35.4868227664
"1007",12101,-82.4388154157,28.3067408096
"1008",12119,-82.0810512801,28.7048427544
"1009",36059,-73.5855479857,40.7321293756
"1010",38091,-97.7246630142,47.4561692284
"1011",18163,-87.5858116928,38.0248789017
"1012",29071,-91.074992854,38.4111490753
"1013",37011,-81.9226095168,36.0766101442
"1014",54107,-81.5149930504,39.2111126277
"1015",55007,-91.1806970907,46.6354315218
"1016",47161,-87.8384449958,36.5010903395
"1017",55097,-89.5013826113,44.4760289231
"1018",45063,-81.2722306098,33.9023085833
"1019",24003,-76.5676015953,38.9941282677
"1020",55039,-88.4882716208,43.7535879756
"1021",54101,-80.4218832983,38.4947660438
"1022",55061,-87.307252395,44.5059923219
"1023",48369,-102.78453875,34.5301171122
"1024",40151,-98.8651114284,36.7669270636
"1025",21063,-83.0975080234,38.1178906536
"1026",25003,-73.2064217487,42.3706730376
"1027",29041,-92.9626180603,39.5150562184
"1028",8103,-108.21722742,39.9798291413
"1029",8087,-103.809818547,40.2627458612
"1030",41045,-117.623102337,43.1934687425
"1031",34023,-74.4088106235,40.440117042
"1032",20167,-98.7623512818,38.9147826112
"1033",17155,-89.2858473526,41.204427537
"1034",46055,-101.539974305,44.2944291851
"1035",47111,-86.0072590993,36.5320294336
"1036",5023,-92.0267087777,35.5381188392
"1037",1109,-85.9408934233,31.8027194554
"1038",16003,-116.453915051,44.8895787615
"1039",25005,-71.0884940497,41.7570734659
"1040",42107,-76.215949972,40.7058041359
"1041",38103,-99.66094404,47.587518972
"1042",37045,-81.5555422213,35.334071899
"1043",5059,-92.9460061847,34.317655695
"1044",24021,-77.3979670757,39.4722041934
"1045",17169,-90.6150454772,40.1580557487
"1046",6051,-118.886680531,37.9389862102
"1047",6109,-119.954770434,38.0275974426
"1048",35013,-106.83272719,32.3526570122
"1049",13081,-83.7681002054,31.9229225504
"1050",5027,-93.2273178873,33.214295307
"1051",38039,-98.2370472708,47.4572835304
"1052",6095,-121.940000092,38.2669584758
"1053",19043,-91.341464189,42.8447423399
"1054",48449,-94.965706694,33.2164627505
"1055",54027,-78.6141884605,39.3170583831
"1056",37125,-79.4813329994,35.3106557286
"1057",20009,-98.7564531105,38.4789612262
"1058",38087,-103.459895983,46.4472247558
"1059",22083,-91.7634373006,32.4177813873
"1060",31071,-98.9913984154,41.9143688448
"1061",22099,-91.6082622442,30.1290299371
"1062",1119,-88.1987922778,32.5910082284
"1063",1133,-87.3736939162,34.1492285181
"1064",12117,-81.2363032726,28.7169942968
"1065",28035,-89.2578662279,31.1888537573
"1066",26065,-84.3735293733,42.597082864
"1067",20177,-95.7565070616,39.0415153217
"1068",46061,-97.7873657081,43.6748201304
"1069",27061,-93.6319919255,47.5095171831
"1070",8073,-103.513978543,38.9880510207
"1071",36053,-75.6695904918,42.9126718558
"1072",36115,-73.4307171268,43.313658075
"1073",18081,-86.1016193982,39.4899579428
"1074",48445,-102.33519117,33.1738175913
"1075",35021,-103.820026121,35.857932795
"1076",1121,-86.1659076666,33.3800381399
"1077",55067,-89.0719053292,45.262341943
"1078",48155,-99.7779493778,33.9745813136
"1079",19021,-95.1511442097,42.7354872943
"1080",19129,-95.6213510892,41.0334629703
"1081",48385,-99.8221599141,29.8317491308
"1082",39041,-83.0049043696,40.278402017
"1083",37067,-80.2563108039,36.1306262818
"1084",32510,-119.747436856,39.1511481899
"1085",19049,-94.0397555375,41.6848574155
"1086",48065,-101.354191694,35.403505108
"1087",13261,-84.1970101812,32.0399775398
"1088",29223,-90.4614038244,37.1126288177
"1089",45007,-82.6378415512,34.5191363416
"1090",56007,-106.930616377,41.6945826239
"1091",30093,-112.656675462,45.9024400403
"1092",17177,-89.6623335849,42.3517400583
"1093",26087,-83.2217704071,43.0901513945
"1094",22027,-92.9957351391,32.822657576
"1095",28161,-89.7076217654,34.0282065369
"1096",72093,-66.9422839923,18.1720690054
"1097",26079,-85.0902572313,44.6846769204
"1098",72005,-67.1447206488,18.4803198635
"1099",22039,-92.4058787835,30.728923843
"1100",47069,-88.9930981571,35.2068555301
"1101",4003,-109.751296452,31.8795608022
"1102",35023,-108.714975378,31.9141610509
"1103",38023,-103.487331132,48.8148850481
"1104",6071,-116.17845685,34.84144062
"1105",8083,-108.596680204,37.338435184
"1106",28023,-88.6894195188,32.0414238602
"1107",19125,-93.0994136394,41.334446972
"1108",31055,-96.1544743041,41.2953460762
"1109",40057,-99.8462887511,34.7441139779
"1110",29039,-93.8566235284,37.7238625299
"1111",13059,-83.3673426514,33.9512089291
"1112",16085,-115.566295779,44.7666588062
"1113",48275,-99.7414450576,33.6061073619
"1114",5103,-92.8819384406,33.5934174279
"1115",39037,-84.619315241,40.1332208672
"1116",40071,-97.143930412,36.8180026613
"1117",46041,-100.871843496,45.1566089311
"1118",41057,-123.758665437,45.4566700865
"1119",13077,-84.7633218743,33.3534690571
"1120",28127,-89.9196186611,31.913202754
"1121",28131,-89.1176930123,30.7899504464
"1122",6013,-121.95106059,37.9233849824
"1123",47017,-88.4502432574,35.9731682768
"1124",51087,-77.4057586462,37.5380081326
"1125",18119,-86.8376332068,39.312835593
"1126",36119,-73.7534182657,41.1514875297
"1127",29017,-90.0259411947,37.3221827879
"1128",54047,-81.6535793432,37.3785074137
"1129",54033,-80.3798884417,39.2835158068
"1130",37077,-78.6527542342,36.3040571238
"1131",9009,-72.8998348569,41.3488061173
"1132",31139,-97.6012752665,42.2643494466
"1133",13023,-83.3278520974,32.4344384642
"1134",13033,-82.0007149022,33.0611295297
"1135",17181,-89.2550900797,37.4712265508
"1136",17091,-87.8618142573,41.1376987756
"1137",38051,-99.4412027244,46.1117674711
"1138",31141,-97.5211557555,41.571279775
"1139",37185,-78.1067037915,36.3965191655
"1140",72009,-66.2644076928,18.1312356815
"1141",13197,-84.5246152382,32.3533538256
"1142",46027,-96.9756412219,42.9145806415
"1143",10005,-75.339542807,38.6833180752
"1144",13159,-83.6881542116,33.3164328084
"1145",29175,-92.497080713,39.4401654783
"1146",20015,-96.8390898871,37.7812876944
"1147",48209,-98.0310682253,30.058146636
"1148",48325,-99.1101361936,29.3556891027
"1149",26105,-86.545076802,43.9960620803
"1150",45013,-80.692241429,32.3571304507
"1151",46135,-97.3947474695,43.0089785957
"1152",55105,-89.0715794109,42.6712153926
"1153",45077,-82.7254449982,34.8873029273
"1154",53013,-117.907825564,46.297483982
"1155",18023,-86.4751551541,40.3016971291
"1156",17027,-89.422440155,38.6064869919
"1157",16067,-113.637447877,42.8542552897
"1158",42113,-76.5121314694,41.4461460617
"1159",28121,-89.9458359547,32.2640847052
"1160",48345,-100.779836079,34.0741015603
"1161",41039,-122.876210118,43.9416757293
"1162",48485,-98.7036186932,33.9879777782
"1163",26155,-84.1467503633,42.9537288138
"1164",20089,-98.2183356918,39.7847168994
"1165",20123,-98.2093487919,39.3932420951
"1166",12007,-82.1687699139,29.9500104329
"1167",28091,-89.8224559083,31.2308152971
"1168",28039,-88.6440139601,30.8625972312
"1169",17085,-90.2125690792,42.3658175335
"1170",18059,-85.7732486976,39.8235407715
"1171",48329,-102.031608509,31.8691548449
"1172",20171,-100.906846421,38.4821716799
"1173",30013,-111.347039303,47.3079403247
"1174",17199,-88.9299179137,37.730241859
"1175",30029,-114.049598714,48.2950907686
"1176",72111,-66.7279373926,18.0245032317
"1177",20189,-101.312035313,37.1922943525
"1178",21067,-84.4587714735,38.0423265163
"1179",21091,-86.7778300597,37.84149024
"1180",46013,-98.3516018566,45.5897229124
"1181",54001,-80.0030169949,39.1329073457
"1182",47181,-87.7880329157,35.2399080511
"1183",31013,-103.085690919,42.2197516501
"1184",42097,-76.7093197795,40.851976044
"1185",48469,-96.9715061497,28.7964096024
"1186",26147,-82.6643277282,42.9311473819
"1187",31173,-96.54409983,42.158171571
"1188",50015,-72.6414235431,44.6057244413
"1189",51067,-79.8809839409,36.9919395258
"1190",40011,-98.4334500799,35.8752361515
"1191",53037,-120.679702162,47.1242670861
"1192",18135,-85.0113170702,40.1576255884
"1193",49025,-111.8877842,37.2850935956
"1194",54093,-79.5648671634,39.1136178177
"1195",72113,-66.6072635911,18.0028146465
"1196",55023,-90.9310851022,43.2394688769
"1197",1071,-85.9992959386,34.7794131249
"1198",19123,-92.6409005188,41.3352133833
"1199",20045,-95.2925875633,38.884651955
"1200",21059,-87.0872456664,37.7318075595
"1201",21197,-83.8237600718,37.8312041338
"1202",29097,-94.34060293,37.2035484857
"1203",41061,-118.008793217,45.3102081123
"1204",13151,-84.1541524544,33.4530397581
"1205",38001,-102.528544398,46.0968179775
"1206",37137,-76.6694720005,35.1510361271
"1207",21083,-88.6511839729,36.7231247288
"1208",42021,-78.7136929055,40.4953035566
"1209",47107,-84.6174252791,35.4247115421
"1210",26093,-83.9115275647,42.6029126015
"1211",8001,-104.337876218,39.8736289318
"1212",42069,-75.6091803797,41.436821924
"1213",40123,-96.6844420729,34.7279852113
"1214",40037,-96.370953884,35.9026866493
"1215",48457,-94.3765977374,30.771198046
"1216",47175,-85.4526819327,35.6959477615
"1217",40125,-96.9483048222,35.2067236232
"1218",9013,-72.3365093168,41.8550786616
"1219",35053,-106.930392513,34.0071833229
"1220",13003,-82.879949337,31.2971286999
"1221",12031,-81.6480213525,30.3355046734
"1222",48145,-96.9358383582,31.2532657485
"1223",5149,-93.411218131,35.0026056488
"1224",20033,-99.2718860221,37.1912731664
"1225",21113,-84.5809244126,37.8720821902
"1226",21171,-85.716564333,36.712161627
"1227",40075,-98.9809255987,34.916359205
"1228",46079,-97.1293831412,44.0220358218
"1229",37033,-79.3335234217,36.3932730945
"1230",48377,-104.24051428,29.9997652875
"1231",39057,-83.8898689205,39.691468985
"1232",48489,-97.5918190557,26.4769831611
"1233",72021,-66.1683418563,18.3496315156
"1234",35028,-106.307450939,35.8693845537
"1235",2122,-151.698058143,60.1194079055
"1236",1003,-87.7498413554,30.6608986636
"1237",19007,-92.8686186951,40.7431673983
"1238",78010,-64.7479187509,17.7355859537
"1239",51127,-76.9974436782,37.505228254
"1240",13263,-84.5329946779,32.6994636908
"1241",36049,-75.4487884125,43.7846837359
"1242",54015,-81.0750955838,38.4625238487
"1243",18077,-85.4385703946,38.7858128646
"1244",51019,-79.524192386,37.3151442847
"1245",35033,-104.945517813,36.0105069847
"1246",31011,-98.0672544679,41.7067861095
"1247",29149,-91.4032968112,36.6867192096
"1248",47083,-87.7170554841,36.2859519121
"1249",42131,-76.0165388565,41.5183240028
"1250",37107,-77.6412353846,35.2387875216
"1251",18167,-87.3899343465,39.4306577909
"1252",18039,-85.8587510422,41.5973833036
"1253",51077,-81.224927255,36.65650304
"1254",48303,-101.820550774,33.6101975724
"1255",27093,-94.5273043031,45.1231124977
"1256",39005,-82.2707283658,40.8459967967
"1257",31119,-97.6007673022,41.9166887109
"1258",12085,-80.3984762073,27.0816152717
"1259",8079,-106.924108466,37.6690153191
"1260",13085,-84.1705952493,34.4442869403
"1261",13167,-82.6601155938,32.7015320567
"1262",5095,-91.2038980301,34.6778483848
"1263",29059,-93.0236608195,37.6804065155
"1264",51143,-79.3971106049,36.8213321667
"1265",2068,-150.011716504,63.6716404585
"1266",20145,-99.23673462,38.1813315146
"1267",20209,-94.7645508134,39.1146024393
"1268",12029,-83.1869985075,29.5812540476
"1269",26157,-83.4398614524,43.491345927
"1270",2240,-143.211995718,63.8762912107
"1271",20065,-99.8832373656,39.3497182703
"1272",22097,-92.0058293945,30.5988462927
"1273",47055,-87.0347659481,35.2020966027
"1274",39095,-83.4682665729,41.684189083
"1275",5093,-90.0541797345,35.7638871474
"1276",72117,-67.2646781719,18.339254346
"1277",18043,-85.9067074517,38.3189897593
"1278",20129,-101.799239859,37.1913842288
"1279",21081,-84.6246167344,38.6488873248
"1280",21217,-85.3278482624,37.3664465437
"1281",37075,-83.8336498884,35.350142186
"1282",54045,-81.935397401,37.8315891071
"1283",54073,-81.1605899411,39.3709752899
"1284",51071,-80.7029520974,37.3142524126
"1285",54019,-81.0811865934,38.028785586
"1286",53061,-121.722306628,48.046100117
"1287",35015,-104.304460358,32.4714578786
"1288",31117,-101.060535604,41.568075438
"1289",31145,-100.476874351,40.1758344457
"1290",31149,-99.4499138032,42.4212768633
"1291",47085,-87.775639345,36.0408400384
"1292",17125,-89.9168519835,40.2396020853
"1293",51197,-81.0786864499,36.9170838988
"1294",13303,-82.7958581198,32.9695734727
"1295",53077,-120.738465828,46.4570009893
"1296",5143,-94.2155773706,35.979073673
"1297",48213,-95.8535448619,32.2118831443
"1298",55035,-91.2860090826,44.7267693126
"1299",47153,-85.4105586243,35.3710614382
"1300",48471,-95.572276214,30.7390440542
"1301",4005,-111.770526285,35.8387075994
"1302",20191,-97.4765321003,37.2372822905
"1303",26127,-86.5817698124,43.6446075152
"1304",27065,-93.2934428879,45.9452103827
"1305",39007,-80.759014922,41.8963726609
"1306",6003,-119.820639219,38.597273683
"1307",48167,-94.8626536513,29.3799595932
"1308",1011,-85.7156858934,32.1005354586
"1309",17105,-88.5577113127,40.8915383671
"1310",39135,-84.6479996159,39.7415195472
"1311",39079,-82.6183717161,39.0196679815
"1312",48201,-95.3923717399,29.8572654558
"1313",25017,-71.3916964468,42.4854975105
"1314",72145,-66.3966596444,18.4557038347
"1315",48115,-101.94769254,32.7425251908
"1316",36069,-77.299834642,42.8528553953
"1317",2261,-144.760142361,61.4169113617
"1318",1001,-86.6427032487,32.5349091182
"1319",20121,-94.8380615815,38.5635673631
"1320",13091,-83.1683736605,32.1721374344
"1321",36023,-76.0702793547,42.5950011734
"1322",13039,-81.6363831834,30.9225441751
"1323",26161,-83.8387682327,42.2532164593
"1324",18087,-85.4265113291,41.6425946324
"1325",48371,-102.723590426,30.7810483415
"1326",13225,-83.8269337341,32.5687763207
"1327",13311,-83.7471651826,34.6464031468
"1328",13163,-82.4181196532,33.054873005
"1329",55083,-88.2205779876,44.9985390509
"1330",48347,-94.6157769922,31.6159610506
"1331",44009,-71.6196999937,41.3965108458
"1332",53047,-119.740846612,48.54871645
"1333",53063,-117.403960015,47.620652922
"1334",55041,-88.7704068053,45.6673050232
"1335",55113,-91.1446748077,45.8799637325
"1336",34017,-74.0758858266,40.7308691477
"1337",39151,-81.3656248603,40.8138764593
